UNITID,year,school_name,instruction_staff,instructors_per_thousand_student,admin_professional_staff,admin_professionalstaff_perthousandstudent,noninstruction_academicstaff,noninstruction_academicstaff_perthousandstudent,nonadmin_trade_servicestaff,nonadmin_tradeservicestaff_perthousandstudent,all_instructors_staff,ug_student_perthousandstudent,instructor_salarypermillion,adminprofessionalstaff_salarypermillion,noninstruction_academicstaff_salarypermillion,nonadmin_tradeservicestaff_salarypermillion,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perhundredgradstudent,grad_certi_perhundred_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
122375,2014,San Diego Mesa College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,"296,234","457,975","52,274","14,005",17,11,0,0,382,0,0.00%,0.00%,NULL
122384,2014,San Diego Miramar College,130,9,236,16,49,4,32,3,317,"1,000","248,172","391,150","68,778","39,843",16,NULL,201,9,NULL,NULL,NULL,NULL,NULL
122409,2014,San Diego State University,1507,82,"6,355",1,"1,222",1,"1,067",1,8,665,"97,406","145,463","8,571","11,118",27,11,0,2,336,1,68.48%,80.99%,NULL
122436,2014,University of San Diego,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","83,229","254,907",0,0,26,NULL,117,0,NULL,NULL,NULL,NULL,57.68%
122454,2014,San Francisco Art Institute,22,19,30,26,4,4,4,4,38,"1,000","463,370","670,271","52,784","51,492",30,NULL,276,240,NULL,NULL,29.51%,29.51%,NULL
122506,2014,San Francisco Conservatory of Music,478,25,835,44,176,10,270,14,"1,281",880,"289,588","436,023","62,994","65,203",22,12,31,0,471,0,26.21%,55.19%,NULL
122597,2014,San Francisco State University,14,18,45,56,2,3,0,0,47,905,NULL,NULL,NULL,NULL,21,11,11,0,949,0,25.00%,27.78%,NULL
122603,2014,San Francisco Theological Seminary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,167,"131,615","306,416","48,495","24,206",23,17,2,0,275,8,31.71%,46.11%,NULL
122612,2014,University of San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,948,"163,437","503,763","10,595",0,24,17,145,0,323,0,31.58%,42.11%,NULL
122649,2014,San Joaquin College of Law,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,762,"317,253","274,055","100,557","17,641",23,10,0,0,383,0,42.86%,54.81%,NULL
122658,2014,San Joaquin Delta College,92,74,140,112,35,28,26,21,201,"1,000","312,558","419,346","71,923","37,110",29,NULL,0,0,NULL,NULL,57.30%,65.84%,NULL
122685,2014,San Joaquin Valley College-Visalia,219,65,351,103,36,11,109,32,496,812,"327,660","387,111","32,950","58,360",31,19,0,0,716,0,63.15%,71.12%,NULL
122728,2014,William Jessup University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,791,"158,396","377,845","29,621","97,130",17,12,81,3,459,9,28.26%,44.89%,NULL
122737,2014,San Jose-Evergreen Community College District,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,"134,247","320,064",0,"8,225",15,10,28,0,249,3,66.67%,66.67%,NULL
122746,2014,San Jose City College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,793,"257,437","60,497","203,771","328,475",34,28,0,0,0,858,44.44%,44.44%,NULL
122755,2014,San Jose State University,1601,35,"3,931",1,336,8,664,15,"1,003",751,"181,196","265,890","27,108","35,951",25,16,10,0,453,0,38.71%,67.19%,NULL
122782,2014,San Mateo County Community College District Office,104,20,179,34,51,10,34,7,264,677,"336,394","388,782","81,903","39,022",13,7,0,8,289,53,20.85%,32.70%,NULL
122791,2014,College of San Mateo,265,62,358,83,57,14,140,33,555,653,"418,472","365,894","47,652","71,929",31,5,0,0,260,0,55.75%,61.10%,NULL
122834,2014,Santa Barbara Business College-Bakersfield,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,878,"352,121","467,471","22,291","72,050",23,16,2,0,468,0,31.08%,42.47%,NULL
122843,2014,Westwood College-Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,777,"668,201","418,740","26,729",0,30,24,0,0,267,0,80.00%,80.00%,NULL
122852,2014,Santa Barbara Business College-Santa Maria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,967,"185,683","426,447","10,312",0,26,16,108,0,411,0,75.00%,75.00%,NULL
122889,2014,Santa Barbara City College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969,"177,876","536,690",0,0,25,13,138,0,480,0,0.00%,0.00%,NULL
122931,2014,Santa Clara University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,865,"450,758","302,785","39,294","21,557",29,16,1,0,608,0,51.63%,62.38%,NULL
122977,2014,Santa Monica College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909,"392,586","527,877","54,195",0,22,11,12,0,229,0,31.08%,44.59%,NULL
123013,2014,Santa Rosa Junior College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","183,084","305,937","186,381","23,389",20,NULL,0,0,NULL,NULL,7.41%,22.22%,NULL
123095,2014,Saybrook University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,881,"288,771","378,339","147,137","59,927",25,12,91,0,376,0,23.78%,37.76%,NULL
123165,2014,Scripps College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929,"243,868","552,956","9,048","131,238",27,14,11,0,"1,345",0,18.18%,29.70%,NULL
123208,2014,Wyotech-Fremont,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","220,234","160,412","267,948","2,074",28,NULL,220,73,NULL,NULL,50.00%,100.00%,NULL
123217,2014,College of the Sequoias,319,21,709,46,22,2,121,8,852,782,"260,206","429,092","14,203","37,921",22,11,33,0,368,0,26.89%,51.46%,NULL
123280,2014,Shasta Bible College and Graduate School,102,26,114,29,19,5,22,6,155,"1,000","374,357","432,787","47,518","56,007",21,NULL,235,0,NULL,NULL,3.23%,19.35%,NULL
123299,2014,Shasta College,73,77,119,124,40,42,55,58,214,"1,000","297,144","403,812","95,974","103,794",30,NULL,0,0,NULL,NULL,72.78%,73.33%,NULL
123341,2014,Sierra College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","39,078","171,351","56,563","109,608",30,NULL,167,0,NULL,NULL,NULL,NULL,86.17%
123350,2014,Sierra College of Beauty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","62,739","378,592",0,"124,309",24,NULL,109,0,NULL,NULL,NULL,NULL,69.23%
123396,2014,Sierra Valley College of Court Reporting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","360,262","279,082","48,894","35,709",20,NULL,81,418,NULL,NULL,NULL,NULL,31.63%
123448,2014,Trinity Law School,159,19,125,15,18,3,22,3,165,"1,000","344,069","248,271","29,414","34,887",17,NULL,185,17,NULL,NULL,NULL,NULL,NULL
123457,2014,Simpson University,183,39,238,50,56,12,104,22,398,843,"334,464","362,577","69,193","86,213",24,14,0,0,293,0,10.38%,39.62%,NULL
123484,2014,College of the Siskiyous,17,50,45,131,2,6,1,3,48,"1,000","226,274","582,156","22,407","8,264",28,NULL,169,0,NULL,NULL,NULL,NULL,17.20%
123493,2014,Charles A Jones Career and Education Center,265,32,273,33,29,4,55,7,357,892,"400,867","383,281","32,132","43,255",23,16,13,1,466,83,10.78%,30.36%,NULL
123509,2014,Skyline College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","244,331","459,880","6,082",0,32,NULL,70,11,NULL,NULL,15.40%,25.34%,NULL
123527,2014,San Bernardino Valley College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","258,812","356,377","132,013","15,357",18,NULL,60,331,NULL,NULL,NULL,NULL,27.98%
123554,2014,Saint Mary's College of California,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","218,306","300,921","86,242",0,22,NULL,153,0,NULL,NULL,22.62%,34.52%,NULL
123563,2014,Solano Community College,76,17,106,24,19,5,26,6,151,"1,000","266,434","430,861","63,583","61,135",17,NULL,134,0,NULL,NULL,NULL,NULL,NULL
123572,2014,Sonoma State University,171,45,281,74,29,8,38,10,348,755,"297,135","422,906","40,991","29,644",27,17,0,0,392,0,24.08%,41.15%,NULL
123581,2014,Pinnacle College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","534,665","312,219","18,362","45,247",17,NULL,108,226,NULL,NULL,NULL,NULL,33.86%
123633,2014,South Baylo University,64,18,75,21,19,6,33,9,127,"1,000","288,864","349,754","64,127","82,878",18,NULL,152,214,NULL,NULL,NULL,NULL,9.33%
123642,2014,South Coast College,20,19,16,15,6,6,0,0,22,"1,000","236,123","191,072","68,139",0,36,NULL,259,68,NULL,NULL,7.69%,15.38%,NULL
123651,2014,Vanguard University of Southern California,165,71,237,102,10,5,106,46,353,947,"363,445","429,020","14,079","97,275",30,15,0,0,864,0,54.24%,61.61%,NULL
123679,2014,Concorde Career College-Garden Grove,10,11,29,32,9,10,2,3,40,681,"128,727","319,586","73,637","22,424",18,13,108,0,336,0,0.00%,15.15%,NULL
123800,2014,Southwestern College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,580,"393,654","307,078","142,626","35,670",22,18,2,0,425,0,34.66%,46.59%,NULL
123855,2014,St John's Seminary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","308,993","358,036","98,895","36,527",17,NULL,18,0,NULL,NULL,8.40%,21.37%,NULL
123916,2014,Starr King School for Ministry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","304,976","363,847","200,744",0,24,NULL,0,0,NULL,NULL,NULL,NULL,66.67%
123925,2014,State Center Community College District,87,24,81,22,32,9,48,13,161,"1,000","344,823","305,818","93,617","86,004",19,NULL,113,0,NULL,NULL,NULL,NULL,NULL
123943,2014,Marshall B Ketchum University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","325,816","349,977","66,251","43,861",15,NULL,65,296,NULL,NULL,NULL,NULL,15.30%
123952,2014,Southern California Institute of Architecture,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","215,365","455,100","290,453",0,10,NULL,52,0,NULL,NULL,0.00%,12.50%,NULL
123961,2014,University of Southern California,229,26,266,30,73,9,75,9,414,944,"358,091","363,586","78,029","54,381",20,14,11,0,511,0,13.39%,33.63%,NULL
123970,2014,Southwestern Law School,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","302,959","316,157","86,282","41,771",16,NULL,93,248,NULL,NULL,NULL,NULL,21.01%
124113,2014,Taft College,293,30,339,34,62,7,110,11,511,845,"368,651","334,080","41,576","59,484",22,13,9,2,457,12,11.88%,32.55%,NULL
124283,2014,Claremont School of Theology,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","333,230","373,413","13,542","48,651",16,NULL,95,225,NULL,NULL,NULL,NULL,20.60%
124292,2014,Thomas Aquinas College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,942,"302,959","321,556","47,991","81,264",29,12,0,0,508,0,48.31%,56.55%,NULL
124344,2014,Marinello Schools of Beauty-Lake Forest,160,28,118,21,23,4,43,8,184,"1,000","469,810","293,450","47,729","67,010",20,NULL,105,0,NULL,NULL,8.16%,22.45%,NULL
124487,2014,Epic Bible College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,564,"712,731","769,311","46,072","21,183",24,21,133,0,364,0,4.44%,8.89%,NULL
124557,2014,University of California-System Administration Central Office,70,19,84,23,10,3,33,9,127,"1,000","325,907","399,617","33,060","84,294",19,NULL,113,0,NULL,NULL,NULL,NULL,NULL
124681,2014,United Education Institute-Huntington Park Campus,47,54,55,63,3,4,5,6,63,"1,000","359,488","370,253","19,475","19,469",26,NULL,107,0,NULL,NULL,28.57%,45.24%,NULL
124706,2014,Concorde Career College-San Bernardino,1963,124,"4,447",1,"2,873",1,910,58,916,542,"53,181","104,646","34,529","14,078",30,18,97,0,363,2,84.04%,90.68%,NULL
124779,2014,Universal College of Beauty Inc-Los Angeles 1,124,18,134,19,35,5,37,6,206,"1,000","331,582","373,177","77,418","57,063",17,NULL,161,0,NULL,NULL,NULL,NULL,NULL
124937,2014,Concorde Career College-North Hollywood,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,890,"176,681","385,487","115,826","76,775",25,15,0,0,442,0,10.89%,31.75%,NULL
125019,2014,Ventura County Community College System Office,1080,45,"4,517",1,345,15,747,31,"1,096",662,"189,360","544,416","32,746","40,217",27,29,0,0,481,0,36.99%,81.54%,NULL
125028,2014,Ventura College,107,31,111,32,29,9,32,10,172,914,"368,660","339,946","60,607","55,801",23,14,0,2,687,0,10.05%,32.06%,NULL
125037,2014,The Santa Barbara and Ventura Colleges of Law-Ventura,321,43,333,45,65,9,152,21,550,850,"387,473","346,808","46,647","87,186",27,15,0,0,618,0,39.93%,61.26%,NULL
125082,2014,Victor Valley Beauty College Inc,789,34,"1,065",1,152,7,537,23,690,863,"340,332","362,492","45,682","99,527",26,14,0,0,443,9,26.66%,51.32%,NULL
125091,2014,Victor Valley College,1225,32,"1,513",1,451,12,645,17,"1,097",765,"291,606","313,352","92,249","71,357",23,24,0,5,468,17,22.38%,53.34%,NULL
125170,2014,Berkeley City College,1908,50,"4,593",1,"1,217",1,"1,796",1,6,751,"286,998","365,050","98,213","85,014",27,20,0,0,338,0,59.71%,84.62%,NULL
125222,2014,West Valley Mission Community College District Office,122,25,96,20,18,4,53,11,167,"1,000","414,845","299,155","48,319","105,433",20,NULL,178,0,NULL,NULL,NULL,NULL,NULL
125231,2014,Walden University,115,16,133,18,20,3,26,4,179,"1,000","361,940","344,455","46,794","41,908",16,NULL,79,267,NULL,NULL,NULL,NULL,15.04%
125310,2014,Waynes College of Beauty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","420,494","139,237",0,0,32,NULL,926,0,NULL,NULL,NULL,NULL,66.38%
125462,2014,West Hills College-Coalinga,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","103,067","223,905","86,048","80,043",27,NULL,199,0,NULL,NULL,NULL,NULL,50.60%
125471,2014,West Los Angeles College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","289,196","352,594","67,017","22,821",15,NULL,121,372,NULL,NULL,NULL,NULL,18.09%
125499,2014,West Valley College,721,25,"1,221",1,133,5,174,6,308,912,"302,963","460,734","39,902","37,264",22,15,0,5,557,11,16.37%,42.63%,NULL
125532,2014,Carrington College-Sacramento,72,68,85,80,21,20,0,0,106,842,"392,448","360,635","54,748",0,28,16,0,0,888,0,44.23%,53.21%,NULL
125718,2014,Westminster Theological Seminary in California,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","424,292","391,404","19,985","28,729",15,NULL,64,287,NULL,NULL,NULL,NULL,23.03%
125727,2014,Westmont College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,338,"349,791","419,128","27,008","60,904",32,3,16,0,22,0,23.08%,28.21%,NULL
125763,2014,Whittier College,171,11,217,14,23,2,51,4,291,"1,000","356,429","346,944","41,337","55,411",14,NULL,56,116,NULL,NULL,NULL,NULL,6.29%
125897,2014,Woodbury University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,878,"332,203","145,128","268,368",0,24,20,95,0,659,0,19.23%,19.23%,NULL
126012,2014,The Wright Institute,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,511,"256,002","393,014","47,572","24,434",25,12,0,0,347,0,48.46%,62.60%,NULL
126030,2014,Western State College of Law at Argosy University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","328,006","426,853","56,378","75,879",29,NULL,0,39,NULL,NULL,39.53%,52.86%,NULL
126049,2014,Thomas Jefferson School of Law,69,25,51,18,13,5,18,7,82,"1,000","466,589","307,129","78,641","62,408",17,NULL,27,478,NULL,NULL,NULL,NULL,31.03%
126076,2014,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","350,302","337,290","37,121","72,795",18,NULL,85,238,NULL,NULL,NULL,NULL,26.72%
126100,2014,Yosemite Community College District Office,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,989,"298,449","420,745","30,538","21,080",28,16,0,0,"2,154",0,38.52%,51.23%,NULL
126119,2014,Yuba College,52,48,96,88,9,9,30,28,135,"1,000","224,190","440,016","33,783","59,708",20,NULL,0,0,NULL,NULL,3.72%,17.77%,NULL
126164,2014,The Salon Professional Academy-Grand Junction,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,487,"546,772","188,829","49,636","70,022",24,13,0,0,369,0,36.89%,50.49%,NULL
126182,2014,Adams State University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,932,"346,114","384,752","26,158","100,312",30,20,11,0,937,0,24.49%,37.96%,NULL
126207,2014,Aims Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","346,771","390,281","6,771","49,047",16,NULL,67,457,NULL,NULL,NULL,NULL,29.43%
126289,2014,Arapahoe Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,780,"374,506","417,558","10,776","54,810",37,25,0,3,532,0,44.31%,65.04%,NULL
126359,2014,Bel-Rea Institute of Animal Technology,210,38,244,45,68,13,128,24,440,964,"338,358","352,971","76,510","95,165",25,20,2,0,733,0,7.85%,27.51%,NULL
126401,2014,Everest College-Colorado Springs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,911,"422,133","418,892","9,621","20,770",26,13,19,0,425,0,35.45%,45.15%,NULL
126562,2014,University of Colorado Denver,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","364,401","421,158","15,363","52,782",18,NULL,54,691,NULL,NULL,NULL,NULL,38.25%
126580,2014,University of Colorado Colorado Springs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","329,032","424,775","47,294","69,572",34,NULL,0,0,NULL,NULL,67.04%,74.07%,NULL
126605,2014,Redstone College,221,29,201,26,29,4,95,13,325,851,"370,389","317,762","33,993","75,809",23,11,2,5,377,72,10.50%,37.21%,NULL
126614,2014,University of Colorado Boulder,47,21,49,22,8,4,9,4,66,"1,000","408,897","370,035","53,150","41,240",16,NULL,148,317,NULL,NULL,NULL,NULL,32.18%
126669,2014,Colorado Christian University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,794,"338,840","360,457","85,056","10,543",18,15,70,0,291,0,8.41%,17.76%,NULL
126678,2014,Colorado College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","319,439","299,272","34,553","76,743",26,NULL,13,0,NULL,NULL,40.65%,52.26%,NULL
126687,2014,Concorde Career College-Aurora,46,27,48,29,4,3,14,9,66,"1,000","399,171","395,578","30,727","61,443",18,NULL,3,0,NULL,NULL,13.17%,22.16%,NULL
126702,2014,The Art Institute of Colorado,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","387,829","388,841","35,719","50,734",15,NULL,48,214,NULL,NULL,NULL,NULL,19.51%
126711,2014,Colorado Mountain College,489,35,486,35,74,6,224,16,784,800,"393,682","332,889","39,036","82,808",24,14,7,0,428,0,16.38%,39.14%,NULL
126748,2014,Colorado Northwestern Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,905,"386,790","354,441","112,350","87,146",22,15,0,0,"1,175",0,46.43%,47.62%,NULL
126775,2014,Colorado School of Mines,439,32,564,41,92,7,214,16,870,820,"351,516","390,135","52,849","88,512",25,14,0,0,335,17,15.99%,40.84%,NULL
126784,2014,Colorado School of Trades,79,66,107,89,15,13,2,2,124,"1,000","379,110","504,621","53,911","6,317",27,NULL,10,0,NULL,NULL,NULL,NULL,NULL
126818,2014,Colorado State University-Fort Collins,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","197,746","463,363",0,0,30,NULL,417,29,NULL,NULL,NULL,NULL,46.48%
126827,2014,Colorado Technical University-Colorado Springs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,"301,234","378,968","60,327","39,971",23,14,69,0,592,0,29.24%,48.73%,NULL
126854,2014,Empire Beauty School-Lakewood,221,48,220,47,65,14,63,14,348,861,"345,768","247,696","84,396","46,591",23,5,0,0,177,0,11.38%,38.43%,NULL
126863,2014,Community College of Aurora,1248,54,"1,561",1,875,38,441,19,"1,317",729,"238,224","197,669","146,096","37,686",25,10,0,0,355,21,19.80%,56.19%,NULL
126872,2014,CollegeAmerica-Denver,180,23,241,31,52,7,9,2,302,829,"290,210","364,848","39,794","6,134",20,14,47,3,578,97,19.90%,42.33%,NULL
126915,2014,Delta Montrose Technical College,128,22,96,17,49,9,34,6,179,"1,000","371,142","230,006","119,912","49,241",13,NULL,217,0,NULL,NULL,NULL,NULL,14.84%
126924,2014,Prince Institute-Rocky Mountains,197,17,127,11,42,4,40,4,209,"1,000","405,278","194,517","69,848","41,239",13,NULL,219,0,NULL,NULL,NULL,NULL,20.15%
126942,2014,Community College of Denver,58,32,55,30,18,10,17,10,90,"1,000","341,054","274,341","90,332","55,237",14,NULL,158,0,NULL,NULL,NULL,NULL,18.18%
126951,2014,Lincoln College of Technology-Denver,163,15,125,12,41,4,41,4,207,"1,000","382,591","247,427","86,036","55,307",13,NULL,182,0,NULL,NULL,NULL,NULL,13.93%
126979,2014,Denver Seminary,93,18,95,18,22,5,21,4,138,"1,000","278,351","203,391","54,669","32,005",14,NULL,186,0,NULL,NULL,NULL,NULL,NULL
127024,2014,Westwood College-Denver North,63,22,70,24,19,7,15,6,104,"1,000","344,975","372,630","108,886","43,935",16,NULL,0,0,NULL,NULL,8.00%,40.00%,NULL
127060,2014,University of Denver,46,12,59,15,16,4,23,6,98,"1,000","242,919","272,593","81,495","67,224",12,NULL,156,0,NULL,NULL,NULL,NULL,13.22%
127158,2014,Emily Griffith Technical College,16,21,16,21,9,12,2,3,27,"1,000","260,333","229,002","91,253","14,085",20,NULL,381,0,NULL,NULL,NULL,NULL,70.27%
127185,2014,Fort Lewis College,9,47,11,58,5,27,1,6,17,"1,000","248,934","323,093","89,916","21,937",26,NULL,146,42,NULL,NULL,28.57%,50.00%,NULL
127200,2014,Front Range Community College,678,24,"1,013",1,229,8,212,8,442,753,"299,379","389,418","73,800","39,405",20,7,13,0,176,54,12.10%,37.68%,NULL
127219,2014,Glenwood Beauty Academy,34,29,51,43,8,7,8,7,67,"1,000","221,844","408,065","53,229","38,006",13,NULL,174,34,NULL,NULL,NULL,NULL,50.94%
127228,2014,Hair Dynamics Education Center,572,34,831,50,52,4,206,13,"1,089",857,"333,506","394,190","25,294","51,928",18,15,56,1,379,8,11.34%,31.72%,NULL
127273,2014,Iliff School of Theology,545,40,"1,063",1,318,24,302,22,621,787,"262,382","347,499","109,253","70,025",25,10,0,12,358,48,27.66%,57.79%,NULL
127316,2014,International Salon and Spa Academy,84,72,100,86,8,7,31,27,139,965,"421,105","438,917","32,242","73,361",27,18,0,0,293,0,44.16%,59.85%,NULL
127389,2014,Lamar Community College,166,30,148,27,45,8,44,8,237,"1,000","383,073","274,936","91,741","53,749",16,NULL,76,3,NULL,NULL,10.96%,25.50%,NULL
127556,2014,Colorado Mesa University,7,15,13,27,1,3,0,0,14,"1,000","260,259","334,257","17,235",0,25,NULL,297,0,NULL,NULL,NULL,NULL,NULL
127565,2014,Metropolitan State University of Denver,161,20,213,26,75,10,56,7,344,"1,000","301,977","352,385","91,050","63,967",16,NULL,169,10,NULL,NULL,NULL,NULL,19.50%
127617,2014,Morgan Community College,106,24,166,37,9,2,12,3,187,801,"342,824","377,175","25,946","18,045",14,15,0,0,575,0,31.89%,51.83%,NULL
127653,2014,Naropa University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","431,246","262,260","36,823","70,723",23,NULL,76,0,NULL,NULL,16.78%,58.04%,NULL
127680,2014,National American University-Colorado Springs,155,13,131,11,80,7,69,6,280,"1,000","274,339","227,546","97,364","69,730",12,NULL,147,13,NULL,NULL,NULL,NULL,18.63%
127699,2014,National American University-Denver,27,64,16,38,1,3,11,26,28,"1,000","372,584","346,474","11,024","170,588",26,NULL,0,0,NULL,NULL,46.81%,51.06%,NULL
127714,2014,Nazarene Bible College,149,39,309,81,58,16,16,5,383,785,"246,778","348,689","51,583","11,814",28,24,0,0,741,68,36.96%,57.14%,NULL
127732,2014,Northeastern Junior College,197,77,225,88,11,5,119,47,355,"1,000","392,814","358,197","13,935","101,631",30,NULL,0,0,NULL,NULL,70.94%,74.22%,NULL
127741,2014,University of Northern Colorado,135,19,177,24,68,10,24,4,269,497,"290,131","394,202","110,930","30,451",27,10,0,0,350,0,43.50%,57.56%,NULL
127778,2014,Otero Junior College,153,8,236,12,7,1,63,4,306,"1,000","218,688","274,242","6,979","70,543",13,NULL,131,128,NULL,NULL,NULL,NULL,25.06%
